age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
26,management,divorced,primary,no,5892,no,yes,cellular,23,may,105,7,341,0,unknown,no
25,retired,married,primary,no,4446,no,no,cellular,22,may,110,3,-1,0,unknown,no
92,blue-collar,married,tertiary,no,4467,yes,yes,cellular,24,jul,54,1,61,0,unknown,no
80,technician,divorced,tertiary,no,-2725,yes,no,cellular,26,aug,937,4,265,2,unknown,no
30,blue-collar,married,secondary,no,-2240,no,no,unknown,9,may,96,7,-1,1,unknown,no
40,technician,married,primary,no,1953,yes,no,unknown,9,sep,114,6,-1,1,unknown,no
33,technician,married,unknown,no,3612,yes,no,cellular,13,jul,171,7,-1,0,failure,no
48,blue-collar,married,unknown,no,-257,no,yes,cellular,10,may,318,5,-1,4,unknown,no
40,blue-collar,married,secondary,no,-792,yes,no,cellular,4,jul,505,9,-1,5,unknown,no
43,blue-collar,married,primary,no,5481,yes,no,cellular,10,sep,210,2,302,4,unknown,no
59,housemaid,single,tertiary,no,3357,yes,no,cellular,11,may,273,8,-1,1,failure,no
32,blue-collar,married,unknown,no,4473,no,yes,cellular,22,may,287,9,-1,4,unknown,no
86,unknown,married,tertiary,no,-24,yes,no,cellular,1,jul,388,8,-1,1,failure,no
74,blue-collar,married,secondary,no,-260,yes,no,unknown,22,may,213,3,-1,1,unknown,no
77,technician,married,secondary,no,4146,yes,no,cellular,22,may,143,9,376,4,unknown,yes
31,blue-collar,divorced,unknown,no,511,no,no,cellular,4,sep,454,9,-1,1,unknown,no
73,unknown,married,primary,yes,-532,no,no,cellular,27,may,275,8,-1,5,unknown,no
83,blue-collar,married,primary,no,-1439,no,no,cellular,21,may,42,3,-1,5,unknown,no
31,management,married,tertiary,no,-233,no,no,cellular,20,oct,42,8,-1,3,success,no
76,retired,divorced,primary,no,3925,yes,no,cellular,22,jul,136,8,-1,3,unknown,no
45,blue-collar,single,secondary,no,-3228,yes,no,unknown,23,may,177,2,-1,1,unknown,no
79,technician,single,secondary,no,3187,yes,no,cellular,12,may,305,3,-1,3,failure,no
55,blue-collar,divorced,secondary,no,-824,yes,no,cellular,15,may,340,7,-1,2,unknown,no
80,retired,single,primary,no,669,no,no,cellular,18,feb,43,8,-1,3,unknown,no
29,retired,divorced,secondary,no,861,yes,no,cellular,6,nov,38,6,-1,0,unknown,no
48,retired,married,secondary,no,637,no,no,unknown,2,feb,339,5,-1,2,unknown,no
39,admin.,single,secondary,no,438,yes,no,cellular,21,feb,137,9,-1,0,unknown,no
37,blue-collar,single,secondary,no,-33,no,no,unknown,7,aug,224,4,-1,2,unknown,no
42,blue-collar,divorced,tertiary,no,-414,no,no,telephone,9,nov,512,7,-1,4,unknown,no
47,blue-collar,married,secondary,no,5259,yes,no,cellular,3,jul,110,9,-1,0,unknown,no
27,blue-collar,single,unknown,no,1375,no,no,cellular,13,may,503,3,-1,4,unknown,yes
73,technician,married,secondary,no,922,no,no,cellular,16,may,468,1,-1,4,unknown,yes
60,management,single,primary,no,-633,no,no,cellular,26,dec,23,2,-1,1,unknown,yes
82,self-employed,married,tertiary,no,76,no,no,cellular,14,jul,137,7,-1,1,unknown,yes
72,entrepreneur,married,tertiary,no,-623,yes,no,cellular,11,aug,113,3,-1,4,unknown,no
29,blue-collar,single,primary,yes,3596,yes,no,unknown,23,may,911,7,-1,4,unknown,no
23,management,married,secondary,no,-960,no,no,cellular,9,aug,77,5,108,3,unknown,no
50,blue-collar,married,tertiary,no,-5438,no,no,cellular,1,dec,372,8,40,0,unknown,no
55,entrepreneur,married,primary,no,1474,no,no,unknown,1,may,724,6,-1,3,unknown,no
36,management,single,secondary,yes,461,yes,no,cellular,24,may,288,6,-1,1,unknown,no
79,management,single,secondary,no,-457,yes,no,cellular,20,feb,151,2,-1,1,unknown,no
63,unknown,single,primary,no,4034,yes,yes,cellular,6,aug,135,3,-1,3,unknown,no
76,blue-collar,married,tertiary,no,-6900,no,no,cellular,7,may,56,3,-1,5,unknown,no
26,management,single,secondary,no,6028,yes,no,cellular,24,may,97,1,-1,1,unknown,yes
81,blue-collar,single,tertiary,no,4464,yes,no,cellular,18,jul,0,3,-1,1,unknown,no
34,entrepreneur,married,tertiary,no,-584,yes,no,unknown,14,aug,161,9,333,1,unknown,no
52,services,married,unknown,no,-52,yes,yes,cellular,11,may,56,8,-1,1,unknown,no
52,blue-collar,married,secondary,no,2813,yes,no,telephone,11,dec,169,3,-1,5,unknown,yes
82,retired,married,secondary,no,2893,no,no,cellular,23,may,333,4,-1,0,unknown,no
39,management,married,secondary,no,-601,yes,no,cellular,6,jun,83,7,-1,1,unknown,no
36,admin.,married,secondary,no,-3550,yes,yes,cellular,25,jul,118,1,-1,3,nonexistent,no
44,unemployed,married,secondary,no,7641,yes,no,cellular,7,jul,321,7,-1,2,unknown,no
46,management,married,tertiary,no,4168,yes,no,cellular,7,jul,488,5,-1,5,unknown,no
32,technician,married,secondary,no,1770,no,no,cellular,11,jul,657,7,-1,3,failure,no
31,management,single,primary,no,1827,no,no,cellular,23,aug,37,1,-1,0,unknown,no
36,unemployed,married,tertiary,no,3163,no,no,cellular,1,aug,248,9,-1,2,unknown,no
54,blue-collar,married,tertiary,no,3523,no,no,cellular,5,dec,257,7,-1,0,unknown,no
44,management,single,secondary,no,-4959,yes,no,cellular,11,nov,52,2,166,2,nonexistent,no
48,student,married,tertiary,no,247,no,yes,cellular,4,jun,168,8,-1,5,success,yes
74,entrepreneur,married,secondary,no,-64,yes,no,cellular,11,jul,130,1,-1,2,unknown,no
36,entrepreneur,married,tertiary,no,815,no,no,cellular,12,may,22,2,-1,3,unknown,no
88,unknown,married,secondary,no,3612,no,no,cellular,18,jul,102,8,137,2,unknown,no
76,retired,married,secondary,no,-4070,yes,no,cellular,10,jan,0,8,-1,5,unknown,no
31,services,married,primary,no,-2747,yes,no,unknown,16,may,56,1,-1,3,unknown,no
42,self-employed,married,secondary,no,-745,yes,no,unknown,28,nov,556,7,-1,4,unknown,no
32,technician,married,tertiary,no,1763,yes,yes,cellular,13,jul,45,8,372,4,unknown,no
39,technician,divorced,secondary,no,3796,yes,no,cellular,23,jan,303,1,343,4,unknown,yes
46,retired,married,primary,no,6193,no,yes,unknown,8,jun,315,1,-1,5,unknown,yes
28,blue-collar,married,secondary,no,440,yes,no,cellular,25,may,1269,3,-1,2,success,no
19,admin.,married,secondary,no,3791,no,no,cellular,16,aug,169,2,-1,0,unknown,no
52,retired,single,tertiary,no,3430,yes,no,telephone,4,apr,135,3,-1,1,success,no
72,technician,single,secondary,no,2925,yes,no,cellular,26,jul,736,8,-1,1,unknown,no
41,management,single,tertiary,no,1227,yes,no,cellular,20,jul,284,2,268,3,unknown,no
85,blue-collar,married,tertiary,no,101,yes,no,cellular,10,jul,118,5,-1,0,unknown,no
46,blue-collar,married,secondary,yes,-1896,yes,yes,cellular,17,may,88,4,-1,2,unknown,no
88,management,single,tertiary,no,-2094,yes,no,cellular,27,aug,595,3,-1,4,unknown,no
36,technician,married,primary,no,2341,yes,yes,cellular,3,aug,749,9,-1,2,failure,no
60,blue-collar,divorced,secondary,no,1136,yes,no,cellular,2,may,205,3,-1,2,success,no
77,retired,married,primary,no,53,no,no,cellular,23,may,16,3,-1,3,unknown,no
22,student,married,primary,no,3294,no,no,cellular,9,jul,400,3,-1,0,unknown,no
90,unemployed,married,primary,no,698,yes,no,cellular,24,may,238,9,-1,0,unknown,yes
46,admin.,married,primary,no,-1439,no,yes,unknown,22,may,488,8,-1,4,unknown,no
56,technician,single,tertiary,no,500,no,no,cellular,26,may,39,5,237,3,unknown,no
67,retired,married,secondary,no,3761,yes,no,cellular,22,may,442,5,222,4,unknown,no
68,technician,married,tertiary,no,-1770,yes,no,cellular,27,aug,24,5,-1,2,failure,no
19,admin.,single,secondary,no,1927,yes,yes,cellular,18,dec,52,6,-1,1,unknown,no
85,management,single,secondary,no,1133,yes,no,cellular,4,jul,143,7,-1,4,unknown,no
66,self-employed,single,secondary,no,-982,no,no,cellular,6,mar,167,1,-1,4,unknown,no
95,blue-collar,divorced,secondary,no,419,no,no,unknown,25,may,466,8,-1,0,unknown,no
54,management,single,secondary,no,-3415,yes,no,cellular,9,may,26,7,-1,5,unknown,no
65,retired,married,tertiary,no,1628,yes,no,cellular,27,jul,143,9,-1,3,failure,no
52,retired,single,tertiary,no,-2794,no,no,unknown,25,jul,64,4,-1,1,unknown,no
87,admin.,divorced,secondary,no,4517,yes,no,cellular,20,dec,123,1,-1,2,unknown,no
82,management,married,secondary,no,1024,yes,no,cellular,4,may,336,4,-1,3,unknown,no
88,blue-collar,single,secondary,no,-415,yes,no,cellular,6,apr,219,4,-1,0,unknown,no
57,technician,married,secondary,no,4781,no,no,cellular,21,jul,647,6,-1,0,unknown,no
79,unknown,single,primary,no,-1795,no,no,cellular,12,may,160,2,251,2,unknown,yes
45,blue-collar,married,tertiary,no,-943,no,no,unknown,12,may,365,1,-1,5,unknown,no
53,blue-collar,single,tertiary,no,-4187,no,no,cellular,3,may,324,2,-1,2,unknown,no
77,blue-collar,married,secondary,no,5228,yes,yes,cellular,13,may,223,7,190,5,unknown,no
24,management,married,secondary,no,6918,yes,no,cellular,1,may,97,2,-1,4,unknown,yes
73,technician,married,primary,no,-3720,no,no,cellular,4,jun,355,6,-1,5,unknown,no
19,management,single,tertiary,no,-1147,no,no,unknown,26,aug,21,7,-1,0,unknown,no
63,admin.,married,primary,no,1509,yes,no,cellular,22,oct,37,6,224,5,unknown,no
55,admin.,single,secondary,no,-247,yes,yes,cellular,28,may,193,1,156,4,unknown,no
54,blue-collar,married,secondary,no,1206,no,no,cellular,26,may,374,2,-1,5,unknown,no
56,technician,married,tertiary,no,947,yes,no,unknown,26,sep,35,8,-1,0,unknown,no
56,self-employed,married,tertiary,no,2522,yes,no,cellular,12,dec,347,6,-1,1,unknown,yes
49,retired,divorced,primary,no,-1582,yes,yes,cellular,8,sep,177,7,-1,3,unknown,no
53,blue-collar,married,secondary,no,1877,yes,no,telephone,20,jun,544,9,-1,3,unknown,no
62,technician,single,tertiary,no,-2048,no,no,cellular,18,oct,11,4,-1,3,unknown,no
77,blue-collar,married,secondary,no,64,no,yes,cellular,13,jul,4,9,-1,5,unknown,no
61,technician,single,primary,no,-3910,yes,no,cellular,14,apr,78,4,91,0,failure,no
68,technician,married,unknown,no,86,yes,no,unknown,6,mar,208,9,-1,1,failure,no
83,management,married,secondary,no,-418,yes,yes,unknown,14,nov,2,7,-1,0,unknown,no
95,technician,married,secondary,no,4130,yes,no,unknown,28,nov,283,3,-1,3,unknown,no
26,blue-collar,married,secondary,no,1122,yes,yes,cellular,12,may,75,1,-1,1,unknown,no
73,services,married,tertiary,no,1667,yes,no,unknown,15,jul,105,9,-1,3,unknown,no
35,admin.,married,tertiary,no,1232,no,no,telephone,27,may,345,4,-1,2,unknown,no
33,management,married,secondary,no,-5087,no,no,cellular,24,jul,37,8,-1,1,unknown,no
79,blue-collar,divorced,tertiary,no,-4690,yes,no,unknown,23,may,115,2,161,2,unknown,no
23,admin.,married,tertiary,no,343,no,no,unknown,1,may,328,5,-1,3,unknown,no
84,admin.,divorced,tertiary,no,2135,no,no,unknown,24,may,31,2,-1,5,unknown,no
78,blue-collar,married,secondary,no,595,yes,no,cellular,3,may,2,2,272,1,failure,no
95,retired,married,secondary,no,-1292,no,no,cellular,1,dec,68,5,-1,1,unknown,no
70,management,married,tertiary,no,579,yes,no,unknown,10,oct,96,4,113,5,success,yes
86,blue-collar,married,primary,no,318,no,no,unknown,12,may,733,3,-1,5,unknown,no
27,unknown,married,primary,no,3637,yes,yes,cellular,4,may,301,4,-1,5,unknown,no
87,unemployed,single,secondary,no,3469,yes,yes,cellular,17,may,367,4,286,5,unknown,no
30,blue-collar,single,tertiary,no,-360,no,no,cellular,26,jan,183,2,-1,1,unknown,no
42,management,married,secondary,no,1150,no,no,cellular,19,jun,224,7,77,1,unknown,no
27,self-employed,married,secondary,no,2128,yes,no,cellular,27,jun,72,3,-1,3,unknown,no
49,services,married,secondary,no,2573,no,no,unknown,26,apr,57,6,-1,4,failure,no
76,entrepreneur,single,secondary,no,6257,no,no,cellular,23,dec,144,7,-1,4,unknown,no
38,student,married,secondary,no,1215,no,yes,unknown,5,aug,96,3,-1,5,unknown,no
82,blue-collar,married,secondary,no,4806,no,no,cellular,18,may,243,1,-1,5,unknown,no
65,blue-collar,married,secondary,no,-2180,yes,yes,cellular,3,jul,102,1,-1,1,failure,no
67,services,married,unknown,no,-613,yes,yes,cellular,22,may,16,6,-1,1,unknown,no
91,self-employed,single,secondary,no,-5107,yes,no,cellular,26,jul,260,1,-1,3,unknown,no
51,technician,married,tertiary,no,1753,no,yes,unknown,4,jun,118,2,-1,1,unknown,no
44,admin.,married,secondary,no,3242,no,no,cellular,15,apr,163,5,-1,4,unknown,no
95,blue-collar,divorced,primary,no,-6366,no,no,unknown,4,jun,524,3,-1,4,unknown,no
61,admin.,divorced,primary,no,1864,yes,no,cellular,16,dec,322,4,-1,4,unknown,no
65,blue-collar,married,secondary,no,3112,no,yes,unknown,13,aug,96,7,-1,0,unknown,no
41,admin.,married,secondary,no,2941,no,no,cellular,25,jul,381,8,-1,4,unknown,no
34,management,single,secondary,no,-2287,no,no,cellular,8,sep,160,4,-1,1,unknown,no
31,management,married,unknown,no,3619,no,no,cellular,21,aug,2,1,-1,2,unknown,yes
35,services,married,secondary,no,1327,yes,no,cellular,19,oct,132,2,-1,3,unknown,no
33,housemaid,married,tertiary,no,3073,yes,no,cellular,21,apr,258,8,-1,0,unknown,no
76,admin.,married,secondary,no,922,yes,no,unknown,27,apr,176,1,-1,4,unknown,no
22,services,divorced,secondary,no,2443,yes,yes,unknown,6,aug,60,2,-1,4,success,no
67,admin.,single,secondary,no,4627,yes,no,cellular,1,dec,614,9,-1,2,failure,no
92,technician,divorced,secondary,no,687,no,no,cellular,18,jun,218,4,-1,2,unknown,no
77,admin.,single,secondary,no,2152,yes,yes,cellular,4,dec,927,1,205,1,unknown,no
49,management,single,primary,no,5049,yes,yes,unknown,13,jul,104,8,-1,3,unknown,no
22,technician,single,primary,no,900,yes,no,unknown,15,mar,954,7,-1,5,unknown,yes
83,retired,single,tertiary,no,-2076,no,no,cellular,18,nov,450,8,-1,2,unknown,no
18,retired,married,secondary,no,3328,no,no,cellular,1,sep,89,7,200,5,unknown,no
71,services,married,unknown,no,5604,yes,no,cellular,17,jun,248,5,-1,2,failure,no
70,blue-collar,married,secondary,no,5166,no,no,cellular,22,aug,210,7,-1,0,unknown,no
32,services,married,secondary,no,3444,no,no,cellular,1,may,82,1,-1,5,unknown,no
75,technician,married,secondary,no,-5732,no,no,cellular,12,jul,87,1,204,2,unknown,no
31,unknown,married,secondary,no,-607,no,no,unknown,10,may,74,6,-1,3,unknown,no
35,management,married,tertiary,no,-453,no,no,cellular,10,jun,116,5,-1,2,success,no
81,entrepreneur,married,tertiary,no,1434,no,no,unknown,13,jul,264,7,-1,3,unknown,no
94,student,married,primary,no,6364,yes,no,unknown,4,feb,34,9,-1,4,unknown,no
38,retired,married,secondary,no,-1941,no,yes,cellular,15,mar,191,3,-1,5,unknown,no
89,blue-collar,married,tertiary,no,8026,yes,no,cellular,3,mar,100,3,-1,5,failure,no
89,blue-collar,divorced,primary,no,153,yes,no,cellular,3,jul,101,2,114,1,unknown,no
78,blue-collar,married,secondary,no,-1000,no,no,telephone,16,may,428,8,-1,0,unknown,no
28,management,married,secondary,no,3835,no,no,cellular,26,jun,515,5,-1,4,unknown,no
41,blue-collar,married,secondary,no,4072,no,no,unknown,20,jun,27,4,323,1,unknown,no
70,admin.,single,secondary,no,3249,no,no,unknown,10,feb,173,7,-1,2,unknown,no
95,admin.,single,secondary,no,-1008,no,no,cellular,10,aug,264,5,-1,4,success,no
81,technician,married,tertiary,no,2806,yes,yes,cellular,14,jul,15,5,-1,3,unknown,no
50,admin.,married,secondary,no,-1800,no,no,cellular,1,jul,326,8,-1,3,unknown,no
36,admin.,single,tertiary,no,-1091,yes,no,cellular,19,feb,36,3,-1,4,unknown,no
92,management,divorced,tertiary,no,1015,yes,no,cellular,4,jul,25,6,-1,3,failure,no
39,blue-collar,married,secondary,no,-1159,yes,no,unknown,21,jun,401,8,264,5,failure,no
44,unknown,married,secondary,no,4458,no,no,cellular,11,aug,216,8,-1,1,unknown,no
93,technician,married,secondary,no,-434,no,no,cellular,11,mar,768,8,-1,2,unknown,no
61,management,married,tertiary,no,638,no,no,unknown,13,aug,39,2,96,2,unknown,no
38,management,single,secondary,no,-1340,yes,no,cellular,4,dec,101,6,225,4,unknown,no
18,housemaid,divorced,tertiary,no,4412,no,no,cellular,7,sep,450,6,298,5,unknown,no
51,admin.,divorced,secondary,no,-698,no,no,cellular,6,nov,45,1,179,2,unknown,no
94,blue-collar,single,secondary,no,4726,no,yes,telephone,24,feb,63,5,-1,5,unknown,no
51,blue-collar,married,secondary,no,4505,yes,no,cellular,5,jun,108,3,-1,3,unknown,no
72,admin.,divorced,secondary,no,-37,no,yes,cellular,4,may,533,5,-1,1,unknown,no
37,retired,married,tertiary,no,1389,no,no,telephone,7,jun,122,6,-1,5,unknown,no
78,admin.,married,tertiary,no,-121,yes,yes,telephone,12,jul,31,7,-1,1,failure,no
78,admin.,single,secondary,no,2937,yes,no,cellular,17,aug,70,8,-1,4,unknown,no
65,management,married,secondary,no,716,yes,no,cellular,12,dec,231,6,-1,5,unknown,no
78,management,single,secondary,no,47,yes,no,cellular,16,dec,46,5,-1,4,failure,no
63,blue-collar,divorced,secondary,no,1438,yes,no,cellular,15,may,107,9,-1,3,failure,no
47,admin.,single,secondary,no,-3446,no,yes,unknown,5,nov,60,3,-1,5,unknown,no
75,blue-collar,single,secondary,no,1072,no,yes,cellular,1,oct,560,3,-1,1,unknown,no
83,blue-collar,married,tertiary,no,3248,no,no,unknown,20,jul,6,8,-1,1,unknown,no
83,technician,married,secondary,no,1714,yes,yes,unknown,27,may,247,9,-1,3,unknown,no
34,technician,single,secondary,no,4154,yes,yes,cellular,2,may,17,4,-1,4,unknown,no
70,management,married,tertiary,no,168,no,no,cellular,26,may,439,8,-1,1,unknown,no
18,management,divorced,tertiary,no,-77,no,no,cellular,26,feb,167,9,-1,3,unknown,no
62,services,married,tertiary,no,-2051,no,yes,cellular,23,may,5,8,-1,4,unknown,no
62,self-employed,married,secondary,no,82,no,no,unknown,16,feb,177,5,337,3,failure,no
46,blue-collar,married,primary,no,7197,no,yes,unknown,10,jun,555,7,-1,0,unknown,no
95,admin.,single,tertiary,no,2126,no,no,cellular,17,jul,966,6,241,5,unknown,no
86,management,single,secondary,no,-456,no,yes,unknown,1,apr,85,1,-1,2,unknown,no
21,retired,divorced,primary,yes,-1718,yes,no,unknown,9,oct,13,2,-1,2,unknown,no
34,blue-collar,married,primary,no,-3495,yes,no,cellular,12,mar,651,9,192,3,failure,no
34,blue-collar,married,secondary,no,-1191,no,no,unknown,15,may,60,3,-1,1,unknown,no
88,blue-collar,married,unknown,no,3577,yes,yes,cellular,8,jun,445,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,18,yes,no,unknown,12,jul,92,9,-1,5,unknown,no
74,management,married,secondary,no,-1574,yes,no,unknown,21,may,46,4,-1,4,unknown,no
81,services,married,tertiary,no,-1244,no,no,cellular,27,jul,536,7,-1,1,unknown,yes
77,management,married,unknown,no,3248,yes,no,cellular,24,may,56,8,-1,3,unknown,no
24,blue-collar,married,secondary,no,1056,no,no,unknown,3,may,133,5,-1,4,success,yes
28,admin.,single,tertiary,no,-581,no,no,cellular,17,may,320,6,-1,5,unknown,no
48,technician,single,primary,no,374,no,no,cellular,13,apr,354,5,-1,5,unknown,no
44,management,married,tertiary,no,7917,yes,no,cellular,15,dec,189,5,126,0,unknown,no
76,admin.,married,primary,no,4958,no,no,cellular,23,jun,332,1,-1,4,unknown,no
30,blue-collar,single,secondary,no,5705,no,no,cellular,10,apr,80,1,-1,0,unknown,no
46,technician,single,secondary,no,-3956,yes,no,cellular,16,aug,31,8,-1,3,unknown,no
36,student,single,tertiary,no,846,no,no,unknown,25,jul,7,8,374,3,unknown,no
32,technician,married,primary,no,-634,yes,no,unknown,16,may,447,1,-1,5,failure,no
31,retired,married,secondary,no,2931,no,no,unknown,16,dec,300,3,-1,3,unknown,no
33,management,divorced,tertiary,no,4479,no,no,cellular,26,jun,45,4,279,2,failure,no
62,management,married,primary,no,2279,yes,no,telephone,1,may,18,1,-1,3,unknown,no
49,blue-collar,married,tertiary,no,-1317,no,no,cellular,11,aug,121,4,-1,0,unknown,no
51,services,divorced,secondary,no,-683,yes,no,telephone,14,nov,243,9,-1,0,unknown,no
55,retired,married,secondary,no,3161,no,no,unknown,1,may,19,6,-1,4,unknown,no
75,blue-collar,single,secondary,no,3460,no,no,cellular,14,jan,131,9,-1,2,unknown,no
85,technician,single,secondary,no,1722,yes,yes,unknown,26,jul,397,4,-1,4,unknown,no
59,entrepreneur,married,secondary,no,1689,no,no,unknown,23,aug,222,7,380,2,unknown,no
68,admin.,single,secondary,no,1450,no,yes,cellular,1,may,51,9,328,5,unknown,no
75,blue-collar,married,secondary,yes,2107,yes,yes,unknown,25,dec,48,5,-1,1,unknown,no
71,technician,single,secondary,no,3447,no,no,unknown,23,may,89,8,-1,2,unknown,yes
28,technician,divorced,secondary,no,3190,yes,no,cellular,25,aug,69,2,-1,1,unknown,no
94,management,single,tertiary,no,1370,yes,no,cellular,4,oct,126,9,253,0,unknown,no
30,unknown,married,secondary,yes,1152,yes,no,telephone,26,may,255,9,-1,0,unknown,no
50,technician,single,secondary,no,1038,yes,no,unknown,1,jun,81,5,-1,0,unknown,no
68,technician,divorced,tertiary,no,-1040,yes,no,cellular,1,jan,55,1,336,0,failure,yes
49,technician,single,secondary,no,-1079,yes,no,cellular,10,jul,60,3,183,2,unknown,no
36,housemaid,single,secondary,no,2931,no,no,cellular,23,jun,278,3,-1,2,unknown,no
90,student,married,tertiary,no,-838,yes,no,cellular,25,aug,170,9,-1,4,unknown,no
23,retired,single,secondary,no,3741,no,no,cellular,18,jun,48,1,130,4,success,no
37,services,married,unknown,no,1145,yes,no,cellular,2,may,210,1,-1,3,failure,no
95,blue-collar,married,secondary,no,3758,yes,no,unknown,25,apr,25,8,230,3,unknown,no
74,services,divorced,secondary,no,3210,no,no,cellular,8,feb,327,9,-1,1,unknown,no
24,unknown,divorced,secondary,no,3828,yes,no,cellular,21,jun,114,3,-1,1,unknown,yes
76,blue-collar,divorced,primary,no,-129,yes,no,cellular,8,nov,92,1,273,1,unknown,no
93,unknown,married,unknown,no,2526,no,no,unknown,16,aug,28,9,281,2,unknown,no
25,housemaid,married,secondary,yes,3513,yes,no,unknown,3,may,441,8,-1,2,unknown,no
50,blue-collar,married,unknown,no,-3353,yes,no,unknown,28,dec,17,7,103,1,unknown,no
54,admin.,married,tertiary,no,6405,no,no,cellular,3,may,219,8,-1,2,unknown,no
28,technician,single,tertiary,no,8097,yes,no,cellular,27,dec,57,9,115,0,unknown,yes
33,retired,married,unknown,no,4141,no,no,cellular,26,may,242,6,-1,5,unknown,no
31,blue-collar,married,secondary,no,3717,yes,no,cellular,5,may,63,1,359,4,failure,yes
32,retired,married,unknown,no,3066,yes,no,cellular,20,sep,366,8,-1,5,failure,no
49,blue-collar,married,tertiary,no,329,yes,no,cellular,10,jun,55,1,-1,1,unknown,no
54,management,single,secondary,no,969,yes,no,cellular,9,nov,26,1,-1,3,unknown,no
36,technician,single,tertiary,no,4193,no,yes,cellular,10,aug,33,5,-1,4,unknown,no
40,services,married,secondary,no,-1619,no,no,cellular,7,apr,39,4,-1,2,unknown,no
32,technician,married,primary,yes,-1882,no,yes,unknown,27,apr,152,6,-1,5,unknown,no
80,retired,married,secondary,no,108,yes,no,cellular,2,may,440,4,181,1,unknown,no
34,unknown,married,secondary,no,3268,no,yes,cellular,10,jun,3,8,-1,1,unknown,no
88,blue-collar,divorced,secondary,no,-1297,no,no,cellular,11,may,435,9,-1,3,unknown,no
60,blue-collar,single,secondary,no,623,yes,no,cellular,12,may,362,9,-1,2,unknown,no
80,admin.,married,tertiary,no,979,yes,no,unknown,9,may,118,5,-1,3,unknown,no
67,retired,single,tertiary,no,-1735,yes,no,cellular,19,jun,392,5,-1,5,success,no
38,retired,married,tertiary,no,-6019,yes,no,cellular,26,jan,306,1,-1,1,unknown,yes
64,services,married,unknown,no,-1779,yes,no,unknown,19,may,259,8,-1,4,unknown,no
39,blue-collar,married,tertiary,no,2082,yes,no,cellular,7,feb,389,3,-1,1,unknown,no
27,admin.,married,secondary,no,2758,no,no,cellular,28,oct,105,3,-1,0,unknown,no
37,self-employed,married,secondary,no,2783,yes,no,cellular,12,jul,92,8,-1,4,success,no
39,unknown,single,tertiary,no,3128,yes,no,cellular,9,may,18,9,-1,3,unknown,no
28,blue-collar,divorced,secondary,no,-579,no,no,cellular,20,aug,98,9,-1,3,failure,no
19,blue-collar,married,secondary,no,-1221,yes,no,unknown,28,jun,112,1,-1,2,unknown,yes
91,blue-collar,single,secondary,no,2425,yes,no,cellular,9,jun,86,9,-1,2,failure,no
58,management,married,secondary,no,664,yes,no,cellular,6,may,28,4,297,4,unknown,no
49,blue-collar,married,tertiary,no,4021,no,no,cellular,22,may,159,2,-1,3,unknown,no
90,entrepreneur,married,primary,no,2444,yes,no,cellular,14,oct,1260,2,-1,0,unknown,no
35,self-employed,married,tertiary,no,5151,no,no,cellular,21,apr,56,7,-1,3,unknown,yes
49,entrepreneur,married,secondary,no,-96,no,no,unknown,13,jul,256,8,-1,0,unknown,no
84,housemaid,divorced,secondary,no,4502,no,no,cellular,1,may,116,4,-1,1,unknown,no
67,admin.,divorced,secondary,no,7404,no,no,unknown,11,may,135,6,-1,5,unknown,no
49,technician,married,secondary,no,1461,no,no,cellular,24,jun,7,7,-1,5,unknown,yes
37,management,single,tertiary,no,2797,no,no,cellular,27,apr,85,4,-1,5,unknown,yes
20,blue-collar,married,primary,no,-1491,yes,no,cellular,11,feb,767,8,-1,0,unknown,no
24,admin.,single,secondary,yes,3982,yes,no,cellular,20,jun,175,3,-1,5,unknown,no
30,self-employed,married,primary,no,4687,yes,no,cellular,3,may,39,3,-1,1,nonexistent,no
79,technician,married,tertiary,no,-183,yes,no,cellular,7,nov,359,5,-1,1,unknown,no
67,admin.,single,unknown,no,3058,yes,no,unknown,20,jul,170,5,-1,3,failure,no
51,blue-collar,married,tertiary,no,2141,no,no,unknown,2,nov,416,3,-1,2,unknown,no
79,blue-collar,married,secondary,no,2472,yes,no,cellular,21,nov,25,3,-1,2,unknown,yes
30,retired,married,tertiary,no,3736,no,no,cellular,27,jan,514,3,-1,5,unknown,yes
34,technician,married,secondary,no,2856,yes,yes,cellular,2,oct,638,5,-1,3,failure,no
48,management,married,primary,no,883,no,yes,cellular,17,dec,183,7,-1,1,unknown,yes
89,entrepreneur,single,secondary,no,3799,yes,no,cellular,10,may,103,3,-1,5,unknown,no
65,technician,single,secondary,no,4635,no,no,unknown,19,jul,352,7,-1,4,unknown,yes
84,student,married,secondary,no,-362,no,no,cellular,26,may,27,4,-1,1,success,no
37,blue-collar,married,secondary,no,1294,yes,no,unknown,3,mar,50,2,351,0,unknown,yes
84,blue-collar,single,secondary,no,-4006,no,no,unknown,19,may,304,3,-1,0,unknown,no
23,entrepreneur,single,secondary,no,3050,no,no,cellular,6,mar,68,8,-1,1,unknown,no
35,technician,single,secondary,no,4969,no,no,unknown,15,jun,222,3,-1,0,unknown,no
58,services,married,primary,no,528,no,no,unknown,13,jul,371,6,185,5,unknown,no
21,services,married,tertiary,no,1700,yes,yes,cellular,15,jan,80,6,-1,0,unknown,no
84,technician,married,tertiary,no,639,no,no,cellular,22,may,153,7,-1,5,unknown,no
